x,y,cell_id,population,infected_DM_0,infected_DM_1,infected_DM_2,infected_DM_3,u,var,sd,IoD,CoV,risk_score,risk_category,u_category
-2.1998408,53.5284431,2.829643936191006e+18,101,0,0,0,1,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.1999553,53.5527115,4.443621031798244e+16,155,0,4,4,0,2.0,5.33333333333333,2.3094010767585,2.66666666666667,1.15470053837925,4.309401076758499,High,Medium
-2.1983113,53.5239515,-4.367331188686265e+18,72,1,0,1,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667,1.2500000000000002,Medium,Low
-2.1983575,53.5338386,-7.942816571344e+18,65,1,0,0,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.1983912,53.5410292,2.566270694083784e+18,55,0,0,1,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.1984459,53.552714,8.224795930200863e+18,80,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.1984838,53.5608034,5.417112207202346e+18,56,0,1,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.1967362,53.5095726,1.6183143475655958e+17,74,0,0,0,1,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.1968822,53.5410317,1.9476836253237197e+18,61,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.1969073,53.5464247,-2.716272637219255e+18,112,0,1,0,2,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,1.7074271077563374,Medium,Low
-2.1969532,53.5563118,6.632161946710028e+18,44,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.1969867,53.5635024,-6.694761569572482e+18,19,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.1953235,53.5302482,2.3800907939389865e+18,42,0,1,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.1953857,53.5437307,-3.148245137007847e+18,54,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.1954023,53.547326,-6.76701332082475e+18,59,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.1954603,53.5599096,-8.777824990062189e+18,42,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.1939301,53.5554179,-4.774421790665665e+18,73,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.1939589,53.5617097,-8.017284491433517e+18,63,0,0,1,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.1939754,53.565305,3.250845227483812e+18,94,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.1939795,53.5662038,6.459629691787406e+18,82,2,0,0,0,0.5,1.0,1.0,2.0,2.0,1.5,Medium,Low
-2.192233,53.5140742,-9.074440732913974e+18,150,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.1923431,53.5383426,7.417821771170182e+18,31,0,0,0,1,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.1923594,53.5419379,-6.15900701305546e+18,72,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.1911831,53.6156439,6.244193179729221e+18,36,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.1893977,53.5545263,4.4430205831240765e+18,67,0,0,0,1,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.184787,53.535658,-1.3492066256206103e+18,86,1,0,0,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.184889,53.5590276,-4.275983024650362e+18,70,0,1,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.1849125,53.5644205,5.211108248897663e+18,25,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.1832122,53.5203802,-4.639355067185434e+18,80,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.183582,53.6057687,-3.8756461229702927e+18,8,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.1816616,53.5104954,3.3238946478858163e+18,102,0,0,0,1,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.1818736,53.559931,-6.869618427156451e+18,78,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.1792083,53.6435259,2.9579573136064384e+17,12,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.285065,53.4150153,2.4128456972569595e+18,63,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2854205,53.4680467,8.324799396362178e+18,348,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.1772883,53.5464554,-3.0553137924411694e+18,68,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.1773334,53.5572414,-5.629023090967772e+18,45,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2820322,53.411427,1.9186760131474184e+18,72,2,2,1,4,2.25,1.58333333333333,1.25830573921179,0.703703703703704,0.559246995205241,3.5083057392117922,High,Medium
-2.2824615,53.4761434,4.67563987958814e+18,132,0,0,0,1,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.1757679,53.5437612,7.848483498155149e+18,67,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.1758276,53.5581424,5.947241532967247e+17,23,0,0,0,1,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.1759584,53.5896013,-4.135874824870561e+18,181,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2805515,53.4150259,-6.147769700265173e+18,21,0,3,0,1,1.0,2.0,1.4142135623731,2.0,1.4142135623731,2.4142135623731003,High,Low
-2.2809192,53.4707539,6.776804180948931e+18,270,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2790058,53.4087376,-9.079078786806893e+18,63,37,42,37,30,36.5,24.3333333333333,4.93288286231625,0.666666666666667,0.135147475679897,41.43288286231624,High,High
-2.2790176,53.4105353,-7.201989482068913e+17,57,23,21,18,16,19.5,9.66666666666667,3.1091263510296,0.495726495726496,0.159442376975877,22.6091263510296,High,High
-2.2790293,53.4123329,1.060538646293086e+18,3,2,0,0,1,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,1.7074271077563374,Medium,Low
-2.2792769,53.4500842,-6.556472673995605e+18,51,0,0,0,1,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2794482,53.4761505,5.096862798017539e+18,38,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2795133,53.4860376,2.2956278574232205e+18,79,0,1,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2775132,53.4105388,-8.090254249577434e+17,65,26,24,34,20,26.0,34.6666666666667,5.8878405775519,1.33333333333333,0.226455406828919,31.887840577551895,High,High
-2.277525,53.4123365,-6.903218495024682e+18,5,0,2,2,1,1.25,0.916666666666667,0.957427107756338,0.733333333333333,0.765941686205071,2.2074271077563385,High,Medium
-2.2776891,53.437504,6.502269602544244e+18,73,1,1,0,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667,1.2500000000000002,Medium,Low
-2.2777008,53.4393017,9.667422905892134e+17,92,1,2,0,0,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,1.7074271077563374,Medium,Low
-2.2781299,53.5049166,-4.751856484050326e+18,95,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2759973,53.4087446,5.090933542953085e+18,48,16,14,12,19,15.25,8.91666666666667,2.98607881119482,0.584699453551913,0.195808446635726,18.23607881119482,High,High
-2.2761488,53.4321145,-2.536246044545557e+18,73,2,2,1,1,1.5,0.333333333333333,0.577350269189626,0.222222222222222,0.38490017945975,2.077350269189625,High,Medium
-2.2761663,53.434811,1.828973165260305e+18,67,0,1,1,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667,1.2500000000000002,Medium,Low
-2.2761779,53.4366087,2.0201258376488975e+18,128,1,1,1,0,0.75,0.25,0.5,0.333333333333333,0.666666666666667,1.2500000000000002,Medium,Low
-2.2762363,53.4455971,6.475762239881448e+18,186,0,1,1,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667,1.2500000000000002,Medium,Low
-2.2764115,53.4725621,-2.7272522024253844e+18,111,1,0,1,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667,1.2500000000000002,Medium,Low
-2.1682298,53.5455697,2.2144521091508856e+18,75,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.1666464,53.5266964,8.636465304484247e+17,98,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2744988,53.4096469,-8.652780654463675e+18,48,6,9,9,2,6.5,11.0,3.3166247903554,1.69230769230769,0.510249967746985,9.816624790355402,High,High
-2.2745046,53.4105457,1.6388922407742472e+18,56,16,9,8,12,11.25,12.9166666666667,3.5939764421413,1.14814814814815,0.319464572634783,14.84397644214131,High,High
-2.2745162,53.4123434,-3.003564523107645e+18,76,16,20,12,19,16.75,12.9166666666667,3.5939764421413,0.771144278606965,0.214565757739779,20.343976442141297,High,High
-2.273006,53.411448,8.034210142837126e+18,50,4,3,3,4,3.5,0.333333333333333,0.577350269189626,0.0952380952380952,0.164957219768465,4.077350269189628,High,Medium
-2.2731905,53.440211,7.387672678771811e+18,110,3,1,0,2,1.5,1.66666666666667,1.29099444873581,1.11111111111111,0.86066296582387,2.790994448735805,High,Medium
-2.2731963,53.4411098,-8.559598611388451e+18,101,0,4,1,1,1.5,3.0,1.73205080756888,2.0,1.15470053837925,3.2320508075688745,High,Medium
-2.2732367,53.4474017,7.264645882796451e+18,54,3,0,1,0,1.0,2.0,1.4142135623731,2.0,1.4142135623731,2.4142135623731003,High,Low
-2.2732771,53.4536935,6.566853868043888e+18,71,0,1,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2732829,53.4545924,-9.189900713025544e+18,72,0,1,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.1653765,53.5878188,7.876770905090836e+18,8,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.273306,53.4581877,2.9696253760611374e+18,36,2,0,0,0,0.5,1.0,1.0,2.0,2.0,1.5,Medium,Low
-2.2717655,53.4527981,7.126922127217233e+18,79,1,2,0,1,1.0,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726,1.816496580927726,Medium,Low
-2.2718287,53.4626853,7.277598800546523e+18,58,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2719092,53.475269,-2.6413377737903846e+18,160,2,1,0,0,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,1.7074271077563374,Medium,Low
-2.1639809,53.617482,1.3960476348213424e+17,203,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2699973,53.4114549,8.390588510712099e+18,59,0,1,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2701227,53.4312294,3.85922198850524e+18,63,3,1,3,0,1.75,2.25,1.5,1.28571428571429,0.857142857142857,3.2499999999999996,High,Medium
-2.2701284,53.4321282,3.871936820706994e+18,29,1,1,1,0,0.75,0.25,0.5,0.333333333333333,0.666666666666667,1.2500000000000002,Medium,Low
-2.2702254,53.4474085,-4.3067431703420897e+18,126,0,1,1,3,1.25,1.58333333333333,1.25830573921179,1.26666666666667,1.00664459136943,2.5083057392117873,High,Medium
-2.2702426,53.450105,-2.637700037617734e+18,176,4,4,0,3,2.75,3.58333333333333,1.89296944860009,1.3030303030303,0.68835252676367,4.642969448600093,High,Medium
-2.2708152,53.5399882,-8.749679441397506e+18,68,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2686687,53.4393224,7.932443612553642e+18,75,3,1,2,4,2.5,1.66666666666667,1.29099444873581,0.666666666666667,0.516397779494322,3.790994448735805,High,Medium
-2.2687368,53.4501084,3.6026462615400433e+18,154,2,1,1,5,2.25,3.58333333333333,1.89296944860009,1.59259259259259,0.841319754933374,4.142969448600091,High,Medium
-2.2687425,53.4510073,-8.634056816571482e+18,47,0,0,1,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2688221,53.463591,-1.2812822173126685e+17,108,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2688903,53.474377,7.345442756991869e+18,80,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2693234,53.542688,-2.651762329605134e+18,60,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.1609986,53.6282719,4.693358534226804e+18,54,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2671577,53.4384269,4.136874467411105e+18,87,3,7,3,5,4.5,3.66666666666667,1.91485421551268,0.814814814814815,0.425523159002817,6.414854215512676,High,Medium
-2.267169,53.4402246,3.2115998389336376e+18,63,1,1,2,0,1.0,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726,1.816496580927726,Medium,Low
-2.2672537,53.4537072,5.982661460626047e+18,53,0,1,2,2,1.25,0.916666666666667,0.957427107756338,0.733333333333333,0.765941686205071,2.2074271077563385,High,Medium
-2.2673046,53.4617967,-6.792843902305822e+18,30,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.267412,53.4788746,2.976316768333132e+18,125,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,Low,Low
-2.2676669,53.519322,-5.784554520447532e+18,182,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2676895,53.5229173,5.47815668875067e+18,103,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2677406,53.5310067,-5.841946885675323e+18,78,0,0,0,1,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.1594255,53.6120952,-6.132354379986441e+18,149,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2655627,53.4240488,-1.2222511258673623e+18,56,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,Low,Low
-2.2655851,53.4276442,1.4108039424461443e+18,76,4,4,2,4,3.5,1.0,1.0,0.285714285714286,0.285714285714286,4.500000000000001,High,Medium
-2.2655907,53.428543,3.654799337265088e+18,81,5,0,3,5,3.25,5.58333333333333,2.3629078131263,1.71794871794872,0.727048557885017,5.612907813126305,High,Medium
-2.265658,53.4393291,-9.022927791816161e+18,39,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2657142,53.4483175,7.489921481145236e+18,107,1,2,3,2,2.0,0.666666666666667,0.816496580927726,0.333333333333333,0.408248290463863,2.8164965809277263,High,Medium
-2.2657366,53.4519129,-2.5667862526615537e+18,85,2,2,0,2,1.5,1.0,1.0,0.666666666666667,0.666666666666667,2.5000000000000004,High,Medium
-2.2657422,53.4528117,-5.55447844880578e+18,77,0,0,3,3,1.5,3.0,1.73205080756888,2.0,1.15470053837925,3.2320508075688745,High,Medium
-2.2657703,53.4573059,-4.893425533842393e+18,163,2,5,1,3,2.75,2.91666666666667,1.70782512765993,1.06060606060606,0.621027319149067,4.457825127659934,High,Medium
-2.2658209,53.4653954,7.487213159386931e+18,28,0,1,2,0,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,1.7074271077563374,Medium,Low
-2.2658827,53.4752826,-4.731661565919947e+18,173,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2659559,53.4869674,5.678399584459015e+18,20,0,0,0,1,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2659953,53.4932593,4.512840251636708e+18,20,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.1576893,53.5518759,6.874775422506033e+18,114,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.1577194,53.5599654,7.679133688053367e+18,34,0,0,0,1,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.1579106,53.6111984,1.2030789731150917e+18,203,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2640411,53.4213556,-2.2871963205670208e+18,92,0,1,0,2,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,1.7074271077563374,Medium,Low
-2.2640579,53.4240521,-9.012056442493738e+18,82,1,2,0,0,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,1.7074271077563374,Medium,Low
-2.2641694,53.442029,8.39730261933965e+18,109,0,3,0,3,1.5,3.0,1.73205080756888,2.0,1.15470053837925,3.2320508075688745,High,Medium
-2.2641973,53.4465232,2.507985112781929e+18,65,4,3,0,3,2.5,3.0,1.73205080756888,1.2,0.692820323027551,4.232050807568878,High,Medium
-2.2642252,53.4510174,7.869197563752833e+17,139,2,2,2,2,2.0,0.0,0.0,0.0,0.0,2.0,Medium,Medium
-2.2642308,53.4519162,8.85585289983128e+18,71,0,1,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.264242,53.4537139,-3.0505309828407834e+18,13,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2642532,53.4555115,1.304111749374564e+18,68,0,0,0,1,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2642923,53.4618034,6.62041141588622e+18,214,1,0,1,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667,1.2500000000000002,Medium,Low
-2.2643538,53.4716906,-2.089104114388196e+17,218,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,Low,Low
-2.2646337,53.5166322,-3.375703582824732e+18,106,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2646785,53.5238228,-4.9911045218363e+18,68,0,0,0,1,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2625641,53.4258532,6.7320696059877096e+16,65,2,0,0,1,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,1.7074271077563374,Medium,Low
-2.262603,53.432145,2.409055791577831e+18,32,2,1,0,0,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,1.7074271077563374,Medium,Low
-2.2626362,53.4375381,1.4552548077407014e+18,15,2,0,0,2,1.0,1.33333333333333,1.15470053837925,1.33333333333333,1.15470053837925,2.1547005383792497,High,Low
-2.2626973,53.4474253,-2.2952041251055383e+18,243,6,3,5,11,6.25,11.5833333333333,3.40342964277702,1.85333333333333,0.544548742844324,9.653429642777025,High,High
-2.2627417,53.454616,5.736598282764538e+18,133,1,0,0,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2627528,53.4564137,-5.521862887262102e+18,49,0,0,2,0,0.5,1.0,1.0,2.0,2.0,1.5,Medium,Low
-2.2628195,53.4671998,-6.846243000325391e+18,26,0,1,0,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.262825,53.4680986,4.896765580787159e+18,41,1,0,0,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2628639,53.4743904,3.331536812864912e+18,286,2,6,1,3,3.0,4.66666666666667,2.16024689946929,1.55555555555556,0.720082299823096,5.160246899469288,High,Medium
-2.2628862,53.4779858,1.8835205775112453e+18,193,6,1,1,1,2.25,6.25,2.5,2.77777777777778,1.11111111111111,4.749999999999997,High,Medium
-2.2631033,53.5130402,4.04948519812148e+17,40,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.1516519,53.5518837,6.362332584610524e+18,100,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2610317,53.4213622,-5.735252502786715e+18,85,0,0,0,1,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2610979,53.4321483,1.4274923488465293e+18,9,0,0,0,1,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2611475,53.4402379,-8.332816056464968e+18,69,2,2,4,4,3.0,1.33333333333333,1.15470053837925,0.444444444444444,0.38490017945975,4.15470053837925,High,Medium
-2.261164,53.4429344,-8.828416249273709e+18,63,2,1,1,2,1.5,0.333333333333333,0.577350269189626,0.222222222222222,0.38490017945975,2.077350269189625,High,Medium
-2.2611861,53.4465298,6.57839825330695e+18,76,2,1,5,1,2.25,3.58333333333333,1.89296944860009,1.59259259259259,0.841319754933374,4.142969448600091,High,Medium
-2.2612413,53.4555182,-6.783843767917886e+18,130,4,3,3,3,3.25,0.25,0.5,0.0769230769230769,0.153846153846154,3.7500000000000004,High,Medium
-2.2612579,53.4582147,-6.93870716205295e+18,161,2,0,0,2,1.0,1.33333333333333,1.15470053837925,1.33333333333333,1.15470053837925,2.1547005383792497,High,Low
-2.2612966,53.4645065,-3.5487700613075686e+18,145,1,2,0,2,1.25,0.916666666666667,0.957427107756338,0.733333333333333,0.765941686205071,2.2074271077563385,High,Medium
-2.2613297,53.4698996,-3.824198066830776e+18,84,2,1,0,0,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,1.7074271077563374,Medium,Low
-2.2613463,53.4725961,-5.894874084097831e+18,687,11,5,4,6,6.5,9.66666666666667,3.1091263510296,1.48717948717949,0.478327130927632,9.609126351029609,High,High
-2.2614956,53.4968646,7.893844495915438e+18,97,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2595489,53.4249609,7.864600312900606e+18,30,0,1,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2596586,53.4429377,-6.280778974835228e+18,28,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.259697,53.4492296,-5.562017415333307e+18,12,2,0,1,0,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,1.7074271077563374,Medium,Low
-2.2597629,53.4600157,3.7154071158617626e+18,124,1,3,1,2,1.75,0.916666666666667,0.957427107756338,0.523809523809524,0.547101204432193,2.7074271077563377,High,Medium
-2.2597848,53.463611,1.5314143482043363e+17,73,0,2,0,0,0.5,1.0,1.0,2.0,2.0,1.5,Medium,Low
-2.2597958,53.4654087,8.198938661003606e+18,186,1,2,4,4,2.75,2.25,1.5,0.818181818181818,0.545454545454545,4.249999999999998,High,Medium
-2.2599222,53.4860819,-3.179220252894732e+18,73,0,0,1,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2600048,53.4995644,-2.670762185323272e+18,99,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2600158,53.501362,-5.274997334194012e+18,70,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2601204,53.5184398,-3.4557846154472893e+18,8,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2581476,53.4420421,-3.2343246598320594e+18,51,0,1,1,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667,1.2500000000000002,Medium,Low
-2.2583442,53.4744003,-3.1950496797534244e+18,51,1,1,2,1,1.25,0.25,0.5,0.2,0.4,1.75,Medium,Medium
-2.2583496,53.4752991,5.797310758494e+18,341,5,3,4,4,4.0,0.666666666666667,0.816496580927726,0.166666666666667,0.204124145231932,4.816496580927728,High,Medium
-2.2585411,53.5067583,2.8222442534007086e+18,183,1,0,1,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667,1.2500000000000002,Medium,Low
-2.258563,53.5103536,4.79442676685134e+18,63,0,0,1,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2585849,53.5139489,1.0551223631736572e+18,27,0,1,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.1488767,53.621097,7.647006440531163e+18,275,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2566476,53.4429442,-4.2051853864152893e+18,38,0,0,0,1,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2566639,53.4456408,1.651854181845602e+18,46,0,0,1,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2567073,53.4528315,7.956012417635955e+18,103,6,2,2,2,3.0,4.0,2.0,1.33333333333333,0.666666666666667,5.000000000000001,High,Medium
-2.2567833,53.4654152,2.789725857822914e+18,109,2,1,1,1,1.25,0.25,0.5,0.2,0.4,1.75,Medium,Medium
-2.2567996,53.4681117,-3.976977318342768e+18,134,5,1,1,2,2.25,3.58333333333333,1.89296944860009,1.59259259259259,0.841319754933374,4.142969448600091,High,Medium
-2.256805,53.4690105,5.572564767395444e+18,114,1,0,0,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2569191,53.4878861,-5.804769129618788e+18,141,1,0,1,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667,1.2500000000000002,Medium,Low
-2.2569735,53.4968744,-6.938102752860869e+17,22,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2570007,53.5013686,2.825613399819025e+18,11,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2571096,53.5193451,2.348354930275356e+18,58,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2552716,53.4645196,-7.117025392836434e+18,63,0,1,1,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667,1.2500000000000002,Medium,Low
-2.2552878,53.4672161,-1.1718059519941184e+18,105,2,1,1,3,1.75,0.916666666666667,0.957427107756338,0.523809523809524,0.547101204432193,2.7074271077563377,High,Medium
-2.2552986,53.4690138,-8.182759205304929e+18,165,2,2,2,1,1.75,0.25,0.5,0.142857142857143,0.285714285714286,2.2500000000000004,High,Medium
-2.2553418,53.4762045,-4.0783043501028424e+18,226,1,3,3,1,2.0,1.33333333333333,1.15470053837925,0.666666666666667,0.577350269189626,3.154700538379252,High,Medium
-2.2553688,53.4806986,7.164794392173974e+18,188,2,3,6,3,3.5,3.0,1.73205080756888,0.857142857142857,0.494871659305394,5.232050807568879,High,Medium
-2.2554066,53.4869905,-5.341521459159898e+18,170,2,0,2,1,1.25,0.916666666666667,0.957427107756338,0.733333333333333,0.765941686205071,2.2074271077563385,High,Medium
-2.2554986,53.5022706,6.914938323295997e+17,83,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
